OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,ItemsInCart,ReferralSource,CustomerRating,TotalPrice
ORD000939,2023-02-09 02:00:00,C10117,Phone,1.0,893.4962148365412,181 Main St,Cash,Shipped,1.0,Instagram,2.836797533581548,893.4962148365412
ORD000940,2023-02-09 03:00:00,C94471,Laptop,4.0,1161.2034590017458,462 Main St,Cash,Pending,1.0,Google,4.9811336125669206,4644.813836006983
ORD000941,2023-02-09 04:00:00,C23234,Laptop,4.0,639.3039780323271,604 Main St,Online,Delivered,7.0,Referral,4.796712080463063,2557.2159121293084
ORD000942,2023-02-09 05:00:00,C63441,Desk,2.0,1325.7647345151283,301 Main St,Gift Card,Cancelled,,Referral,3.3939444257040243,2651.5294690302567
ORD000943,2023-02-09 06:00:00,C10846,Tablet,5.0,8980.131638697861,603 Main St,Gift Card,Pending,,Email,,44900.658193489304
ORD000944,2023-02-09 07:00:00,C20954,Laptop,1.0,1353.9109315193436,743 Main St,Credit Card,Shipped,2.0,Referral,2.0343841545227086,1353.9109315193436
ORD000945,2023-02-09 08:00:00,C89239,Tablet,4.0,954.082701308639,136 Main St,Debit Card,Delivered,6.0,Facebook,2.455046219926943,3816.330805234556
ORD000946,2023-02-09 09:00:00,C56514,Tablet,1.0,2114.8879852785435,743 Main St,Online,Shipped,6.0,Google,4.4928466387737185,2114.8879852785435
ORD000947,2023-02-09 10:00:00,C98236,Desk,,3644.3572508985994,688 Main St,Credit Card,Shipped,2.0,Email,,3644.3572508985994
ORD000948,2023-02-09 11:00:00,C16469,Desk,2.0,342.6026749660625,700 Main St,Credit Card,Returned,9.0,Google,,685.205349932125
ORD000949,2023-02-09 12:00:00,C40105,Desk,5.0,1367.7984216894504,501 Main St,Cash,Delivered,,Google,,6838.992108447252
ORD000950,2023-02-09 13:00:00,C52101,Laptop,5.0,1152.5800975668499,864 Main St,Debit Card,Cancelled,7.0,Facebook,,5762.900487834249
ORD000951,2023-02-09 14:00:00,C74323,Printer,2.0,1030.7776349195087,955 Main St,Debit Card,Pending,6.0,Referral,3.0152483631055484,2061.5552698390175
ORD000952,2023-02-09 15:00:00,C68067,Desk,4.0,486.4011634658514,805 Main St,Online,Returned,3.0,Facebook,3.587344146390138,1945.6046538634057
ORD000953,2023-02-09 16:00:00,C59376,Laptop,1.0,316.8649194728096,275 Main St,Debit Card,Pending,8.0,Referral,2.5488932202807137,316.8649194728096
ORD000954,2023-02-09 17:00:00,C55587,Desk,3.0,1146.8540775839222,644 Main St,Credit Card,Shipped,7.0,Email,1.754088444433867,3440.5622327517667
ORD000955,2023-02-09 18:00:00,C46976,Chair,5.0,737.5290215246655,669 Main St,Debit Card,Shipped,9.0,Facebook,1.8912021496339206,3687.6451076233275
ORD000956,2023-02-09 19:00:00,C77584,Tablet,3.0,377.39485061841225,566 Main St,Debit Card,Shipped,3.0,Facebook,4.210684881263517,1132.1845518552368
ORD000957,2023-02-09 20:00:00,C88477,Desk,4.0,944.1018683396488,300 Main St,Gift Card,Shipped,1.0,Instagram,4.573928153279353,3776.4074733585953
ORD000958,2023-02-09 21:00:00,C52533,Monitor,5.0,108.48408560075536,639 Main St,Credit Card,Shipped,2.0,Facebook,2.97230262357258,542.4204280037768
ORD000959,2023-02-09 22:00:00,C11828,Tablet,3.0,522.9468684859676,646 Main St,Debit Card,Delivered,1.0,Instagram,2.427978109837026,1568.8406054579027
ORD000960,2023-02-09 23:00:00,C11917,Tablet,4.0,729.4076421571452,736 Main St,Debit Card,Delivered,,Referral,,2917.630568628581
ORD000961,2023-02-10 00:00:00,C30618,Desk,1.0,264.5395844586385,493 Main St,Cash,Returned,2.0,Referral,3.6923791003237114,264.5395844586385
ORD000962,2023-02-10 01:00:00,C42254,Printer,4.0,1477.7489925067173,932 Main St,Debit Card,Cancelled,3.0,Referral,1.1634959099425326,5910.995970026869
ORD000963,2023-02-10 02:00:00,C57362,Phone,5.0,353.19117865494064,141 Main St,Debit Card,Delivered,8.0,Instagram,2.4029635955312427,1765.9558932747032
ORD000964,2023-02-10 03:00:00,C30128,Printer,2.0,239.01203856273503,696 Main St,Gift Card,Shipped,5.0,Referral,3.7286919129441674,478.02407712547006
ORD000965,2023-02-10 04:00:00,C69383,Desk,1.0,345.12556713599975,492 Main St,Credit Card,Shipped,4.0,Google,3.2947192811639088,345.12556713599975
ORD000966,2023-02-10 05:00:00,C75545,Tablet,3.0,11297.169327749654,799 Main St,Online,Shipped,5.0,Facebook,4.9122692353848905,33891.507983248965
ORD000967,2023-02-10 06:00:00,C92180,Monitor,5.0,666.983205944172,722 Main St,Credit Card,Cancelled,6.0,Instagram,4.4644615129011616,3334.91602972086
ORD000968,2023-02-10 07:00:00,C97958,Tablet,2.0,869.8531126411801,882 Main St,Cash,Shipped,,Referral,,1739.7062252823603
ORD000969,2023-02-10 08:00:00,C19865,Printer,4.0,80.46327763022308,540 Main St,Credit Card,Cancelled,9.0,Google,,321.8531105208923
ORD000970,2023-02-10 09:00:00,C12219,Monitor,2.0,99.92539743130611,936 Main St,Debit Card,Delivered,1.0,Facebook,2.3453064493219116,199.85079486261222
ORD000971,2023-02-10 10:00:00,C49809,Laptop,5.0,696.4470472491735,716 Main St,Cash,Shipped,4.0,Facebook,3.7283308123437857,3482.2352362458673
ORD000972,2023-02-10 11:00:00,C15287,Chair,5.0,1234.150102642354,605 Main St,Credit Card,Shipped,9.0,Referral,3.468898344365585,6170.75051321177
ORD000973,2023-02-10 12:00:00,C44387,Tablet,2.0,1333.5963741259695,419 Main St,Cash,Shipped,5.0,Google,3.0122010365873644,2667.192748251939
ORD000974,2023-02-10 13:00:00,C18512,Desk,4.0,175.72452301367832,652 Main St,Online,Shipped,8.0,Instagram,,702.8980920547133
ORD000975,2023-02-10 14:00:00,C11342,Laptop,2.0,830.626498046483,314 Main St,Credit Card,Cancelled,1.0,Referral,3.8347594405726713,1661.252996092966
ORD000976,2023-02-10 15:00:00,C73076,Chair,5.0,1374.1830451049423,170 Main St,Debit Card,Cancelled,4.0,Facebook,4.5582204580080266,6870.915225524712
ORD000977,2023-02-10 16:00:00,C29216,Desk,5.0,612.5604938769352,667 Main St,Cash,Delivered,9.0,Facebook,2.1264149964121972,3062.802469384676
ORD000978,2023-02-10 17:00:00,C89767,Phone,3.0,1252.8704555711345,335 Main St,Gift Card,Pending,,Facebook,2.3925100983784082,3758.611366713403
ORD000979,2023-02-10 18:00:00,C36614,Desk,3.0,243.8586988791825,380 Main St,Cash,Delivered,1.0,Referral,3.4878053992418754,731.5760966375475
ORD000980,2023-02-10 19:00:00,C46258,Monitor,1.0,1406.3220100183082,716 Main St,Gift Card,Returned,4.0,Email,4.865857749446944,1406.3220100183082
ORD000981,2023-02-10 20:00:00,C52078,Monitor,5.0,1139.5638104203888,986 Main St,Debit Card,Shipped,,Email,2.486328397348725,5697.819052101944
ORD000982,2023-02-10 21:00:00,C93524,Phone,3.0,1414.9348695410074,261 Main St,Online,Cancelled,7.0,Email,1.1291746002699647,4244.804608623022
ORD000983,2023-02-10 22:00:00,C22219,Laptop,2.0,1031.0949886511344,290 Main St,Gift Card,Shipped,,Google,2.7835518216878268,2062.1899773022687
ORD000984,2023-02-10 23:00:00,C10235,Chair,4.0,576.9357013991691,108 Main St,Online,Shipped,1.0,Referral,,2307.7428055966766
ORD000985,2023-02-11 00:00:00,C52929,Desk,2.0,1410.3627001608475,159 Main St,Cash,Shipped,2.0,Facebook,,2820.725400321695
ORD000986,2023-02-11 01:00:00,C77444,Monitor,4.0,449.5718256483088,992 Main St,Debit Card,Delivered,4.0,Google,3.9144019199865556,1798.2873025932352
ORD000987,2023-02-11 02:00:00,C18567,Laptop,3.0,531.6501569895122,916 Main St,Gift Card,Shipped,,Email,4.858650722873344,1594.9504709685366
ORD000988,2023-02-11 03:00:00,C80792,Phone,1.0,1066.1722061025234,324 Main St,Cash,Shipped,1.0,Instagram,,1066.1722061025234
ORD000989,2023-02-11 04:00:00,C75441,Printer,2.0,1159.70863431181,918 Main St,Credit Card,Returned,8.0,Google,2.1945137482715307,2319.41726862362
ORD000990,2023-02-11 05:00:00,C94555,Tablet,2.0,1397.635051581273,799 Main St,Cash,Pending,7.0,Google,3.5655212439206787,2795.270103162546
ORD000991,2023-02-11 06:00:00,C83698,Printer,2.0,346.96349313150375,681 Main St,Online,Cancelled,8.0,Referral,3.6889647735862092,693.9269862630075
ORD000992,2023-02-11 07:00:00,C15415,Printer,4.0,1207.0971510678748,904 Main St,Debit Card,Cancelled,4.0,Google,4.992082059282092,4828.388604271499
ORD000993,2023-02-11 08:00:00,C46159,Monitor,3.0,1120.891777425597,386 Main St,Debit Card,Returned,6.0,Referral,,3362.675332276791
ORD000994,2023-02-11 09:00:00,C53925,Phone,2.0,142.5021065677169,268 Main St,Cash,Delivered,3.0,Instagram,1.7653020107618271,285.0042131354338
ORD000995,2023-02-11 10:00:00,C15951,Desk,2.0,611.4735547548,161 Main St,Credit Card,Shipped,8.0,Facebook,1.6220545760347558,1222.9471095096
ORD000996,2023-02-11 11:00:00,C97388,Printer,1.0,460.00991273714294,448 Main St,Online,Pending,4.0,Facebook,3.3562404566638553,460.00991273714294
ORD000997,2023-02-11 12:00:00,C18007,Printer,1.0,491.5111153133441,541 Main St,Cash,Cancelled,3.0,Email,1.5412042889360804,491.5111153133441
ORD000998,2023-02-11 13:00:00,C51832,Chair,3.0,1475.2729753543163,113 Main St,Cash,Shipped,4.0,Email,3.624030835618142,4425.818926062949
ORD000999,2023-02-11 14:00:00,C68596,Monitor,3.0,982.0272495458954,263 Main St,Debit Card,Shipped,6.0,Instagram,4.215096203456875,2946.0817486376864
ORD001000,2023-02-11 15:00:00,C40523,Monitor,5.0,5755.206222174441,519 Main St,Online,Shipped,7.0,Facebook,2.7311716968274418,28776.031110872205
ORD001001,2023-02-11 16:00:00,C98861,Desk,1.0,1466.0955741067633,856 Main St,Credit Card,Returned,7.0,Email,,1466.0955741067633
ORD001002,2023-02-11 17:00:00,C96740,Tablet,5.0,596.9425845635761,946 Main St,Debit Card,Shipped,4.0,Google,4.650888333165163,2984.7129228178806
ORD001003,2023-02-11 18:00:00,C25524,Laptop,4.0,1212.6682442565686,619 Main St,Cash,Returned,8.0,Referral,,4850.672977026275
ORD001004,2023-02-11 19:00:00,C29282,Chair,5.0,680.0698967915183,765 Main St,Debit Card,Returned,,Email,,3400.3494839575915
ORD001005,2023-02-11 20:00:00,C33930,Monitor,2.0,1310.8238241317206,647 Main St,Debit Card,Delivered,,Instagram,2.3727751937734474,2621.647648263441
ORD001006,2023-02-11 21:00:00,C10077,Chair,5.0,311.95343490138964,659 Main St,Gift Card,Delivered,8.0,Facebook,3.119383213357874,1559.7671745069483
ORD001007,2023-02-11 22:00:00,C30611,Monitor,3.0,1424.1449567432055,696 Main St,Debit Card,Shipped,9.0,Instagram,1.6195907419583397,4272.4348702296165
ORD001008,2023-02-11 23:00:00,C26984,Chair,4.0,367.21897719577555,127 Main St,Debit Card,Shipped,,Referral,,1468.8759087831022
ORD001009,2023-02-12 00:00:00,C24060,Phone,2.0,523.0197351223508,807 Main St,Online,Shipped,4.0,Referral,4.996984367536102,1046.0394702447015
ORD001010,2023-02-12 01:00:00,C92985,Printer,5.0,1146.4787394548316,545 Main St,Debit Card,Cancelled,4.0,Instagram,,5732.393697274158
ORD001011,2023-02-12 02:00:00,C94056,Monitor,4.0,620.9449552698397,307 Main St,Credit Card,Shipped,4.0,Email,,2483.779821079359
ORD001012,2023-02-12 03:00:00,C53303,Chair,4.0,931.9064963113476,569 Main St,Cash,Shipped,,Email,2.32698596672425,3727.6259852453904
ORD001013,2023-02-12 04:00:00,C69207,Laptop,2.0,694.6315765506713,815 Main St,Online,Shipped,,Facebook,,1389.2631531013426
ORD001014,2023-02-12 05:00:00,C85046,Phone,5.0,1126.4364087801837,918 Main St,Debit Card,Returned,7.0,Facebook,,5632.182043900919
ORD001015,2023-02-12 06:00:00,C39287,Phone,4.0,381.0803159344857,203 Main St,Credit Card,Shipped,,Google,2.889434480795069,1524.321263737943
ORD001016,2023-02-12 07:00:00,C49711,Laptop,4.0,134.76408149347168,841 Main St,Cash,Returned,5.0,Google,,539.0563259738867
ORD001017,2023-02-12 08:00:00,C21954,Chair,1.0,484.89762633594603,525 Main St,Online,Shipped,5.0,Facebook,3.84185713438581,484.89762633594603
ORD001018,2023-02-12 09:00:00,C83340,Desk,4.0,737.7475640592239,200 Main St,Credit Card,Delivered,8.0,Google,2.258009902217131,2950.9902562368957
ORD001019,2023-02-12 10:00:00,C82101,Laptop,1.0,293.62907567938396,640 Main St,Debit Card,Shipped,7.0,Instagram,1.4776129290101618,293.62907567938396
ORD001020,2023-02-12 11:00:00,C81520,Chair,5.0,564.4560700017636,738 Main St,Gift Card,Delivered,7.0,Email,2.2406088492061054,2822.280350008818
ORD001021,2023-02-12 12:00:00,C97062,Laptop,5.0,629.9753765256744,949 Main St,Gift Card,Delivered,,Google,,3149.876882628372
ORD001022,2023-02-12 13:00:00,C28574,Laptop,5.0,133.21817334799664,621 Main St,Online,Shipped,7.0,Google,2.0216455039308325,666.0908667399832
ORD001023,2023-02-12 14:00:00,C19184,Monitor,3.0,895.7955098670966,205 Main St,Credit Card,Delivered,7.0,Instagram,,2687.38652960129
ORD001024,2023-02-12 15:00:00,C29096,Chair,5.0,1332.2979705583668,778 Main St,Cash,Delivered,2.0,Referral,,6661.489852791834
ORD001025,2023-02-12 16:00:00,C77728,Desk,4.0,270.027223781926,868 Main St,Credit Card,Delivered,2.0,Facebook,3.5233711256161864,1080.108895127704
ORD001026,2023-02-12 17:00:00,C44016,Printer,2.0,916.8216194321953,906 Main St,Gift Card,Cancelled,,Instagram,3.4577957692644756,1833.6432388643907
ORD001027,2023-02-12 18:00:00,C21246,Monitor,1.0,1013.8718471207271,376 Main St,Online,Shipped,7.0,Referral,,1013.8718471207271
ORD001028,2023-02-12 19:00:00,C55558,Laptop,,658.0352866079681,164 Main St,Debit Card,Delivered,7.0,Instagram,4.774600287244737,658.0352866079681
ORD001029,2023-02-12 20:00:00,C28381,Printer,5.0,1066.5915016781914,882 Main St,Credit Card,Returned,5.0,Email,,5332.957508390957
ORD001030,2023-02-12 21:00:00,C46455,Tablet,5.0,645.5607380619674,287 Main St,Gift Card,Pending,1.0,Instagram,,3227.8036903098373
ORD001031,2023-02-12 22:00:00,C14018,Printer,2.0,781.7240675672806,416 Main St,Cash,Returned,,Instagram,1.8790876690593743,1563.4481351345612
ORD001032,2023-02-12 23:00:00,C21302,Laptop,2.0,60.66191460391912,237 Main St,Online,Shipped,,Email,,121.32382920783824
ORD001033,2023-02-13 00:00:00,C77506,Laptop,3.0,1052.9941654952988,442 Main St,Debit Card,Cancelled,8.0,Facebook,1.806479595242381,3158.9824964858963
ORD001034,2023-02-13 01:00:00,C51157,Chair,1.0,1008.9468844698504,204 Main St,Credit Card,Delivered,8.0,Referral,,1008.9468844698504
ORD001035,2023-02-13 02:00:00,C64917,Chair,5.0,105.68127212319962,645 Main St,Cash,Shipped,1.0,Google,3.4708248855786916,528.4063606159981
ORD001036,2023-02-13 03:00:00,C93122,Monitor,3.0,583.9626557229429,479 Main St,Debit Card,Pending,6.0,Facebook,3.073419162376732,1751.8879671688287
ORD001037,2023-02-13 04:00:00,C34519,Desk,4.0,1469.5961691479176,209 Main St,Gift Card,Delivered,9.0,Instagram,4.045063344393814,5878.3846765916705
ORD001038,2023-02-13 05:00:00,C97487,Monitor,,660.0680157244943,644 Main St,Gift Card,Shipped,,Google,4.090525554176567,660.0680157244943
ORD001039,2023-02-13 06:00:00,C66819,Phone,3.0,777.8208374411705,453 Main St,Cash,Shipped,3.0,Email,4.839741015150915,2333.4625123235114
ORD001040,2023-02-13 07:00:00,C90910,Laptop,5.0,1369.398729331592,842 Main St,Gift Card,Pending,4.0,Facebook,,6846.99364665796
ORD001041,2023-02-13 08:00:00,C81324,Printer,3.0,1090.0297200053467,416 Main St,Online,Shipped,3.0,Referral,1.1559576792729134,3270.0891600160403
ORD001042,2023-02-13 09:00:00,C15408,Tablet,5.0,894.0016901301242,365 Main St,Cash,Shipped,6.0,Facebook,4.9487881921106425,4470.008450650621
ORD001043,2023-02-13 10:00:00,C69379,Laptop,,1206.8167879445552,793 Main St,Gift Card,Shipped,9.0,Facebook,3.5793915107878154,1206.8167879445552
ORD001044,2023-02-13 11:00:00,C35053,Laptop,3.0,1303.3310863611612,951 Main St,Credit Card,Shipped,,Google,3.8614821586702854,3909.9932590834833
ORD001045,2023-02-13 12:00:00,C19446,Monitor,5.0,712.487704019037,164 Main St,Gift Card,Returned,4.0,Email,1.3859280789406738,3562.4385200951847
ORD001046,2023-02-13 13:00:00,C10922,Tablet,3.0,738.9071291511614,432 Main St,Online,Shipped,2.0,Email,1.2792507633933479,2216.721387453484
ORD001047,2023-02-13 14:00:00,C61356,Tablet,3.0,609.773856695162,612 Main St,Debit Card,Delivered,,Facebook,1.641014375743084,1829.3215700854857
ORD001048,2023-02-13 15:00:00,C20789,Tablet,5.0,1451.7239030267679,232 Main St,Debit Card,Returned,8.0,Email,,7258.61951513384
ORD001049,2023-02-13 16:00:00,C76656,Monitor,5.0,1060.8910687210082,691 Main St,Gift Card,Delivered,,Google,1.4407047309319028,5304.455343605041
ORD001050,2023-02-13 17:00:00,C54028,Laptop,1.0,170.67344600170483,882 Main St,Debit Card,Shipped,,Google,2.785334961763312,170.67344600170483
ORD001051,2023-02-13 18:00:00,C74484,Monitor,3.0,1301.2914538038767,852 Main St,Gift Card,Cancelled,9.0,Referral,3.246143612405347,3903.87436141163
ORD001052,2023-02-13 19:00:00,C42154,Chair,4.0,746.8119142125887,639 Main St,Online,Shipped,1.0,Email,,2987.247656850355
ORD001053,2023-02-13 20:00:00,C92870,Chair,3.0,149.69316431260683,834 Main St,Debit Card,Shipped,9.0,Referral,1.4569825231679099,449.0794929378205
ORD001054,2023-02-13 21:00:00,C12336,Monitor,3.0,847.090019986801,634 Main St,Credit Card,Cancelled,2.0,Instagram,2.500780767071515,2541.270059960403
ORD001055,2023-02-13 22:00:00,C77779,Tablet,5.0,654.8882045147681,595 Main St,Gift Card,Pending,1.0,Google,,3274.44102257384
ORD001056,2023-02-13 23:00:00,C29029,Laptop,3.0,1322.7366370508062,720 Main St,Debit Card,Cancelled,8.0,Facebook,1.5341158932485603,3968.2099111524185
ORD001057,2023-02-14 00:00:00,C69201,Monitor,3.0,345.7921752336117,718 Main St,Online,Returned,,Google,1.9271855618238178,1037.3765257008351
ORD001058,2023-02-14 01:00:00,C42265,Monitor,4.0,1248.3736837636652,756 Main St,Online,Cancelled,4.0,Instagram,2.718405656670588,4993.494735054661
ORD001059,2023-02-14 02:00:00,C53872,Monitor,5.0,858.6486022189065,468 Main St,Credit Card,Cancelled,8.0,Facebook,3.8593487917468368,4293.243011094532
ORD001060,2023-02-14 03:00:00,C56197,Phone,3.0,129.18493965953013,965 Main St,Online,Pending,,Email,1.5307544473033836,387.5548189785904
ORD001061,2023-02-14 04:00:00,C65180,Chair,2.0,1459.1756869219528,750 Main St,Online,Shipped,2.0,Email,3.951834287637329,2918.3513738439055
ORD001062,2023-02-14 05:00:00,C33710,Printer,1.0,793.2921039496399,895 Main St,Debit Card,Shipped,5.0,Google,,793.2921039496399
ORD001063,2023-02-14 06:00:00,C39486,Tablet,4.0,471.7714386357946,909 Main St,Gift Card,Cancelled,,Facebook,3.6059150675409333,1887.0857545431784
ORD001064,2023-02-14 07:00:00,C81907,Desk,3.0,730.6399208844242,198 Main St,Cash,Delivered,3.0,Facebook,,2191.9197626532728
ORD001065,2023-02-14 08:00:00,C81895,Printer,2.0,1293.893786100359,416 Main St,Online,Shipped,1.0,Referral,,2587.787572200718
ORD001066,2023-02-14 09:00:00,C74435,Tablet,3.0,492.1095303583421,222 Main St,Online,Shipped,5.0,Instagram,3.6402640065339993,1476.3285910750265
ORD001067,2023-02-14 10:00:00,C50631,Desk,3.0,329.38077490571544,419 Main St,Cash,Shipped,8.0,Email,4.9140525384292495,988.1423247171463
ORD001068,2023-02-14 11:00:00,C30103,Phone,5.0,237.1533080497781,898 Main St,Online,Delivered,9.0,Google,,1185.7665402488906
ORD001069,2023-02-14 12:00:00,C74772,Monitor,5.0,481.8961276658063,692 Main St,Debit Card,Pending,7.0,Facebook,,2409.4806383290315
ORD001070,2023-02-14 13:00:00,C24382,Phone,5.0,1181.069726208063,594 Main St,Debit Card,Returned,1.0,Email,3.4637242889003703,5905.348631040315
ORD001071,2023-02-14 14:00:00,C94291,Phone,2.0,733.8582295331295,556 Main St,Cash,Cancelled,1.0,Google,,1467.716459066259
ORD001072,2023-02-14 15:00:00,C13756,Printer,3.0,379.848325355633,621 Main St,Online,Pending,,Email,4.324184989504786,1139.544976066899
ORD001073,2023-02-14 16:00:00,C30609,Laptop,1.0,290.96824943413634,619 Main St,Online,Shipped,2.0,Google,,290.96824943413634
ORD001074,2023-02-14 17:00:00,C26478,Printer,4.0,532.4577409400497,816 Main St,Gift Card,Shipped,1.0,Email,,2129.8309637601988
ORD001075,2023-02-14 18:00:00,C49666,Chair,5.0,1412.8903406842778,414 Main St,Online,Shipped,4.0,Referral,,7064.4517034213895
ORD001076,2023-02-14 19:00:00,C85683,Desk,5.0,547.3887332555353,808 Main St,Debit Card,Delivered,9.0,Instagram,,2736.943666277676
ORD001077,2023-02-14 20:00:00,C81315,Monitor,3.0,1482.7799101342214,809 Main St,Credit Card,Shipped,4.0,Email,3.8913835013731566,4448.339730402664
ORD001078,2023-02-14 21:00:00,C87834,Printer,3.0,753.5841608597665,641 Main St,Credit Card,Delivered,4.0,Instagram,4.879078852865064,2260.7524825792993
ORD001079,2023-02-14 22:00:00,C24153,Desk,2.0,309.78768152071876,578 Main St,Credit Card,Delivered,7.0,Email,4.447259619292355,619.5753630414375
ORD001080,2023-02-14 23:00:00,C86325,Tablet,2.0,1342.1531331005885,119 Main St,Credit Card,Shipped,9.0,Facebook,1.8169638209926466,2684.306266201177
ORD001081,2023-02-15 00:00:00,C22999,Desk,5.0,717.515291045499,659 Main St,Online,Returned,7.0,Referral,3.8791125072898796,3587.576455227495
ORD001082,2023-02-15 01:00:00,C65318,Tablet,3.0,1079.0234480815604,229 Main St,Online,Delivered,1.0,Referral,2.1564050154337218,3237.070344244681
ORD001083,2023-02-15 02:00:00,C10814,Printer,1.0,1476.38179565327,392 Main St,Gift Card,Shipped,1.0,Instagram,3.7338903777343857,1476.38179565327
ORD001084,2023-02-15 03:00:00,C86077,Chair,4.0,122.7542579639623,996 Main St,Online,Shipped,4.0,Facebook,3.6632218418430904,491.0170318558492
ORD001085,2023-02-15 04:00:00,C12443,Printer,3.0,190.20711169197236,231 Main St,Credit Card,Delivered,4.0,Google,,570.621335075917
ORD001086,2023-02-15 05:00:00,C85993,Tablet,3.0,1094.6622751209964,455 Main St,Cash,Shipped,1.0,Referral,1.9375544808691458,3283.9868253629893
ORD001087,2023-02-15 06:00:00,C85916,Desk,2.0,458.6462547784344,153 Main St,Cash,Shipped,6.0,Facebook,1.4157510503557034,917.2925095568688
ORD001088,2023-02-15 07:00:00,C83319,Desk,,317.23702557764364,989 Main St,Debit Card,Delivered,,Facebook,1.2021585472185068,317.23702557764364
ORD001089,2023-02-15 08:00:00,C27368,Tablet,5.0,107.07472573860777,892 Main St,Debit Card,Returned,5.0,Instagram,4.4338042354258835,535.3736286930389
ORD001090,2023-02-15 09:00:00,C25328,Phone,,81.67773237999262,486 Main St,Online,Shipped,8.0,Facebook,1.1993975785401667,81.67773237999262
ORD001091,2023-02-15 10:00:00,C66942,Chair,5.0,1173.0041245236966,364 Main St,Cash,Returned,3.0,Facebook,,5865.020622618484
ORD001092,2023-02-15 11:00:00,C37306,Laptop,3.0,244.9284696858475,314 Main St,Credit Card,Pending,9.0,Google,,734.7854090575424
ORD001093,2023-02-15 12:00:00,C95451,Monitor,5.0,728.1948931581688,559 Main St,Credit Card,Shipped,7.0,Instagram,,3640.974465790844
ORD001094,2023-02-15 13:00:00,C49915,Desk,4.0,928.5503820102504,557 Main St,Credit Card,Cancelled,9.0,Instagram,,3714.2015280410014
ORD001095,2023-02-15 14:00:00,C47219,Monitor,2.0,671.1101108248271,901 Main St,Online,Shipped,1.0,Facebook,,1342.2202216496541
ORD001096,2023-02-15 15:00:00,C90879,Laptop,4.0,89.304645887538,142 Main St,Online,Shipped,5.0,Google,3.8622219831803806,357.218583550152
ORD001097,2023-02-15 16:00:00,C74644,Printer,1.0,1186.077178752468,685 Main St,Gift Card,Delivered,3.0,Email,2.276279019474743,1186.077178752468
ORD001098,2023-02-15 17:00:00,C70279,Monitor,2.0,334.7122605203778,961 Main St,Credit Card,Cancelled,4.0,Referral,2.333466552304785,669.4245210407556
ORD001099,2023-02-15 18:00:00,C63028,Laptop,4.0,1154.7403468473517,377 Main St,Credit Card,Shipped,4.0,Instagram,3.955906383754144,4618.961387389407
ORD001100,2023-02-15 19:00:00,C10126,Tablet,1.0,1345.291515992778,937 Main St,Online,Returned,7.0,Google,,1345.291515992778
ORD001101,2023-02-15 20:00:00,C62329,Phone,3.0,677.6178855328998,853 Main St,Online,Cancelled,8.0,Google,,2032.8536565986992
ORD001102,2023-02-15 21:00:00,C37632,Desk,3.0,826.5365859918074,229 Main St,Gift Card,Returned,5.0,Facebook,3.245686711993381,2479.6097579754223
ORD001103,2023-02-15 22:00:00,C75310,Laptop,5.0,741.625919295598,449 Main St,Gift Card,Shipped,7.0,Referral,3.151326844689656,3708.12959647799
ORD001104,2023-02-15 23:00:00,C65176,Monitor,2.0,614.3524970039863,805 Main St,Debit Card,Returned,3.0,Instagram,,1228.7049940079726
ORD001105,2023-02-16 00:00:00,C96066,Desk,,1336.7655762870224,643 Main St,Cash,Shipped,3.0,Email,4.340377360519703,1336.7655762870224
ORD001106,2023-02-16 01:00:00,C54327,Phone,2.0,1346.2035904714862,205 Main St,Credit Card,Shipped,3.0,Facebook,3.2909982034860055,2692.4071809429724
ORD001107,2023-02-16 02:00:00,C78904,Tablet,3.0,536.9337287302251,815 Main St,Credit Card,Cancelled,4.0,Instagram,1.6220661916209038,1610.8011861906753
ORD001108,2023-02-16 03:00:00,C13797,Printer,5.0,941.8511433213121,100 Main St,Gift Card,Cancelled,6.0,Instagram,1.8251929489790504,4709.25571660656
ORD001109,2023-02-16 04:00:00,C57882,Desk,4.0,1394.015965111503,856 Main St,Gift Card,Delivered,5.0,Google,2.8730236352825744,5576.063860446012
ORD001110,2023-02-16 05:00:00,C23718,Printer,5.0,1444.9848234649596,683 Main St,Debit Card,Shipped,,Referral,,7224.924117324798
ORD001111,2023-02-16 06:00:00,C44560,Laptop,1.0,787.9906086119689,531 Main St,Cash,Shipped,5.0,Email,4.757181094467841,787.9906086119689
ORD001112,2023-02-16 07:00:00,C86589,Phone,3.0,706.5959676622738,405 Main St,Debit Card,Delivered,5.0,Referral,3.653994521507787,2119.7879029868213
ORD001113,2023-02-16 08:00:00,C32116,Monitor,1.0,454.1067580963624,626 Main St,Cash,Shipped,2.0,Google,3.0245729982331926,454.1067580963624
ORD001114,2023-02-16 09:00:00,C46244,Phone,1.0,1440.3642161260946,152 Main St,Credit Card,Delivered,5.0,Email,2.002927910048099,1440.3642161260946
ORD001115,2023-02-16 10:00:00,C11645,Phone,2.0,257.08074148565765,619 Main St,Debit Card,Shipped,7.0,Email,3.6914718418229984,514.1614829713153
ORD001116,2023-02-16 11:00:00,C57523,Chair,3.0,890.7528852692012,429 Main St,Gift Card,Returned,2.0,Facebook,4.928959023414029,2672.2586558076036
ORD001117,2023-02-16 12:00:00,C29256,Phone,1.0,459.69788790202637,657 Main St,Debit Card,Delivered,6.0,Email,,459.69788790202637
